Date,Account,Category,Tags,Expense amount,Income amount,Currency,In main currency,Main currency,Description
10/4/25,DBS Savings,Food & Drinks,coffee & tea,"10,000",0,CLP,"10,000",CLP,
10/4/25,DBS Savings,Health & Personal Care,cosmetics,"34,990",0,CLP,"34,990",CLP,Perfume refill Natura
10/4/25,DBS Savings,Clothing & Footwear,underwear,"41,980",0,CLP,"41,980",CLP,Bloody green menstrual underwear
10/4/25,DBS Savings,Food & Drinks,restaurants,"9,349",0,CLP,"9,349",CLP,
10/5/25,DBS Savings,Transport,taxi,"6,392",0,CLP,"6,392",CLP,
10/5/25,DBS Savings,Food & Drinks,restaurants,"23,058",0,CLP,"23,058",CLP,
10/5/25,DBS Savings,Food & Drinks,restaurants,"5,304",0,CLP,"5,304",CLP,
10/6/25,DBS Savings,Food & Drinks,restaurants,"7,990",0,CLP,"7,990",CLP,
10/6/25,DBS Savings,Transport,travel card,"4,000",0,CLP,"4,000",CLP,
10/6/25,DBS Savings,Food & Drinks,coffee & tea,"10,000",0,CLP,"10,000",CLP,
10/6/25,DBS Savings,Transport,taxi,"7,326",0,CLP,"7,326",CLP,
10/6/25,DBS Savings,Home & Utilities,home improvement,"11,022",0,CLP,"11,022",CLP,Toilet scrub replacement
10/7/25,DBS Savings,Food & Drinks,restaurants,"17,660",0,CLP,"17,660",CLP,
10/7/25,DBS Savings,Food & Drinks,coffee & tea,"5,940",0,CLP,"5,940",CLP,
10/7/25,DBS Savings,Health & Personal Care,medicine,"20,018",0,CLP,"20,018",CLP,Nuvaring
10/7/25,DBS Savings,Food & Drinks,restaurants,"8,994",0,CLP,"8,994",CLP,
10/8/25,DBS Savings,Food & Drinks,groceries,"6,020",0,CLP,"6,020",CLP,
10/8/25,DBS Savings,Food & Drinks,restaurants,"9,349",0,CLP,"9,349",CLP,
10/8/25,DBS Savings,Food & Drinks,coffee & tea,"3,420",0,CLP,"3,420",CLP,
10/9/25,DBS Savings,Food & Drinks,coffee & tea,"4,290",0,CLP,"4,290",CLP,
10/9/25,DBS Savings,Leisure,games,"27,980",0,CLP,"27,980",CLP,Paint by color Impulse purchase
10/9/25,DBS Savings,Food & Drinks,groceries,"41,980",0,CLP,"41,980",CLP,Not Milk
10/9/25,DBS Savings,Food & Drinks,restaurants,"17,660",0,CLP,"17,660",CLP,
10/10/25,DBS Savings,Home & Utilities,internet,"26,098",0,CLP,"26,098",CLP,
10/10/25,DBS Savings,Transport,taxi,"4,697",0,CLP,"4,697",CLP,
10/10/25,DBS Savings,Food & Drinks,restaurants,"8,690",0,CLP,"8,690",CLP,
10/10/25,DBS Savings,Food & Drinks,coffee & tea,"10,000",0,CLP,"10,000",CLP,
10/11/25,DBS Savings,Food & Drinks,alcohol,"7,800",0,CLP,"7,800",CLP,
10/11/25,DBS Savings,Food & Drinks,alcohol,"34,485",0,CLP,"34,485",CLP,
10/11/25,DBS Savings,Food & Drinks,coffee & tea,"6,270",0,CLP,"6,270",CLP,
10/11/25,DBS Savings,Transport,taxi,"5,076",0,CLP,"5,076",CLP,
10/11/25,DBS Savings,Transport,taxi,"4,194",0,CLP,"4,194",CLP,
10/11/25,DBS Savings,Leisure,events,"8,960",0,CLP,"8,960",CLP,Luna en Lesbos
10/11/25,DBS Savings,Food & Drinks,restaurants,"5,076",0,CLP,"5,076",CLP,
10/12/25,DBS Savings,Education,books/library,"24,050",0,CLP,"24,050",CLP,Silent Book Club bookmarks
10/12/25,DBS Savings,Food & Drinks,coffee & tea,"10,000",0,CLP,"10,000",CLP,
10/12/25,DBS Savings,Transport,taxi,"4,696",0,CLP,"4,696",CLP,
10/12/25,DBS Savings,Transport,travel card,"4,000",0,CLP,"4,000",CLP,
10/12/25,DBS Savings,Education,AI,"2,990",0,CLP,"2,990",CLP,Bear Pro
10/12/25,DBS Savings,Food & Drinks,groceries,"36,075",0,CLP,"36,075",CLP,
10/12/25,DBS Savings,Food & Drinks,groceries,"1,995",0,CLP,"1,995",CLP,Uber One
10/12/25,DBS Savings,Transport,taxi,"5,892",0,CLP,"5,892",CLP,
10/12/25,DBS Savings,Food & Drinks,restaurants,"6,031",0,CLP,"6,031",CLP,
10/13/25,DBS Savings,Food & Drinks,coffee & tea,"4,340",0,CLP,"4,340",CLP,
10/13/25,DBS Savings,Transport,taxi,"6,559",0,CLP,"6,559",CLP,
10/13/25,DBS Savings,Food & Drinks,restaurants,"9,889",0,CLP,"9,889",CLP,
10/14/25,DBS Savings,Leisure,events,"22,600",0,CLP,"22,600",CLP,Comedy night Diego Urrutia
10/14/25,DBS Savings,Food & Drinks,restaurants,"6,962",0,CLP,"6,962",CLP,
10/14/25,DBS Savings,Transport,taxi,"5,495",0,CLP,"5,495",CLP,
10/14/25,DBS Savings,Transport,taxi,"8,566",0,CLP,"8,566",CLP,
10/15/25,DBS Savings,Health & Personal Care,medical services,"1,634",0,CLP,"1,634",CLP,Kine 
10/15/25,DBS Savings,Food & Drinks,restaurants,"9,349",0,CLP,"9,349",CLP,
10/16/25,DBS Savings,Food & Drinks,coffee & tea,"1,200",0,CLP,"1,200",CLP,
10/16/25,DBS Savings,Transport,taxi,"4,459",0,CLP,"4,459",CLP,
10/16/25,DBS Savings,Transport,taxi,"6,729",0,CLP,"6,729",CLP,
10/17/25,DBS Savings,Transport,taxi,"8,347",0,CLP,"8,347",CLP,
10/17/25,DBS Savings,Food & Drinks,restaurants,"9,300",0,CLP,"9,300",CLP,
10/17/25,DBS Savings,Transport,taxi,"5,002",0,CLP,"5,002",CLP,
10/17/25,DBS Savings,Food & Drinks,restaurants,"6,068",0,CLP,"6,068",CLP,
10/17/25,DBS Savings,Food & Drinks,groceries,"8,000",0,CLP,"8,000",CLP,
10/18/25,DBS Savings,Health & Personal Care,medical services,"35,196",0,CLP,"35,196",CLP,Stomach flu reimburse
10/18/25,DBS Savings,Health & Personal Care,medicine,"24,969",0,CLP,"24,969",CLP,
10/18/25,DBS Savings,Home & Utilities,gastos comunes,"239,845",0,CLP,"239,845",CLP,
10/19/25,DBS Savings,Food & Drinks,coffee & tea,"4,180",0,CLP,"4,180",CLP,
10/20/25,DBS Savings,Food & Drinks,groceries,"6,784",0,CLP,"6,784",CLP,
10/20/25,DBS Savings,Food & Drinks,coffee & tea,"10,000",0,CLP,"10,000",CLP,
10/20/25,DBS Savings,Clothing & Footwear,clothes,"14,630",0,CLP,"14,630",CLP,Second hand skirt
10/20/25,DBS Savings,Health & Personal Care,medical services,"136,259",0,CLP,"136,259",CLP,Invisalign payment
10/21/25,DBS Savings,Transport,taxi,"8,381",0,CLP,"8,381",CLP,
10/21/25,DBS Savings,Education,AI,990,0,CLP,990,CLP,iCloud
10/21/25,DBS Savings,Transport,travel card,"4,000",0,CLP,"4,000",CLP,
10/21/25,DBS Savings,Food & Drinks,restaurants,"35,318",0,CLP,"35,318",CLP,
10/21/25,DBS Savings,Health & Personal Care,medicine,"19,741",0,CLP,"19,741",CLP,Probiotics
10/21/25,DBS Savings,Food & Drinks,groceries,"2,700",0,CLP,"2,700",CLP,
10/22/25,DBS Savings,Transport,taxi,"5,395",0,CLP,"5,395",CLP,
10/22/25,DBS Savings,Food & Drinks,restaurants,"2,500",0,CLP,"2,500",CLP,
10/22/25,DBS Savings,Health & Personal Care,cosmetics,"46,260",0,CLP,"46,260",CLP,Natura replacements and sunscreen
10/23/25,DBS Savings,Health & Personal Care,medicine,"11,491",0,CLP,"11,491",CLP,Lexapro
10/25/25,DBS Savings,Leisure,events,"22,600",0,CLP,"22,600",CLP,Comedy
11/1/25,DBS Savings,Transport,travel,500.00,0,CAD,"350,777.00",CLP,Costa Rica trip
11/3/25,DBS Savings,Transport,airplane,"427,503",0,CLP,"427,503",CLP,LATAM Flights
11/3/25,DBS Savings,Transport,travel,"1,591.95",0,USD,"1,608,030.00",CLP,Costa Rica trip!!
11/4/25,DBS Savings,Transport,airplane,280.00,0,USD,"282,828.00",CLP,Costa Rica flight
2/14/25,DBS Savings,From Dubai,,0,"2,978.00",USD,"2,832,644.00",CLP,
3/3/25,DBS Savings,Other,,0,"158,730",CLP,"158,730",CLP,Silent Book Club
3/12/25,DBS Savings,Other,,0,"96,200",CLP,"96,200",CLP,Silent Book Club
4/25/25,DBS Savings,Salary,BHP,0,"4,252,287",CLP,"4,252,287",CLP,
5/23/25,DBS Savings,Salary,BHP,0,"3,354,858",CLP,"3,354,858",CLP,
5/26/25,DBS Savings,Other,,0,"150,000",CLP,"150,000",CLP,Silent Book Club Bookfluencers
5/31/25,DBS Savings,Other,,0,"4,343,412",CLP,"4,343,412",CLP,Tax return
6/25/25,DBS Savings,Salary,BHP,0,"4,217,609",CLP,"4,217,609",CLP,
7/4/25,DBS Savings,Other,,0,"70,000",CLP,"70,000",CLP,Parking rent
7/25/25,DBS Savings,Salary,BHP,0,"6,162,765",CLP,"6,162,765",CLP,
8/5/25,DBS Savings,Other,,0,"70,000",CLP,"70,000",CLP,Parking
8/23/25,DBS Savings,Salary,BHP,0,"4,296,082",CLP,"4,296,082",CLP,
9/1/25,DBS Savings,Other,,0,"70,000",CLP,"70,000",CLP,Parking
9/25/25,DBS Savings,Salary,BHP,0,"6,385,283",CLP,"6,385,283",CLP,
10/4/25,DBS Savings,Other,,0,"70,000",CLP,"70,000",CLP,Parking
